bookid;name;author;genre;lang;rating1;rating2;rating3;rating4;rating5
5693;Selected Stories;Anton Chekhov;Short Stories;English;167;554;3078;8301;14388
5720;Rainbow Six (Jack Ryan Universe #10);Tom Clancy;Fiction;English;454;1736;7786;14757;15553
5759;Fight Club;Chuck Palahniuk;Fiction;English;4863;13379;61292;147135;183935
5797;Fight Club;Chuck Palahniuk;Fiction;English;4863;13381;61301;147152;183950
5809;Vanity Fair;William Makepeace Thackeray;Classics;English;3215;8348;26949;34909;29574
5826;V.;Thomas Pynchon;Fiction;French;461;938;3237;6281;5944
5890;Bel Canto;Ann Patchett;Fiction;English;4704;13947;45170;74797;71494
5907;The Woman in White;Wilkie Collins;Classics;English;2078;5385;23037;40392;38619
5933;The Hobbit (Middle-Earth Universe);J.R.R. Tolkien;Adventure;English;48119;80305;303312;705080;1199828
6035;100 Love Sonnets;Pablo Neruda;Poetry;English;150;270;1319;3713;7464
6149;Tropic of Cancer;Henry Miller;Fiction;English;2480;4891;12975;17519;14800
6150;Beloved (Toni Morrison Trilogy #1);Toni Morrison;Fiction;English;12812;22191;56354;84690;83497
6183;Cry, the Beloved Country;Alan Paton;Fiction;English;1585;4104;12524;19812;18526
6194;Wuthering Heights;Emily BrontÃ«;Classics;English;49320;89226;229559;331412;375133
6200;Waiting for the Barbarians;J.M. Coetzee;Fiction;English;330;1149;4245;8020;6292
6310;Youth (Scenes from Provincial Life #2);J.M. Coetzee;Fiction;English;76;396;1446;2147;1339
6319;Charlie and the Chocolate Factory (Charlie Bucket #1);Roald Dahl;Childrens;English;6986;18366;99097;189312;216818
6327;The BFG;Roald Dahl;Fantasy;English;3547;8695;45724;92931;137322
6334;The Witches;Roald Dahl;Fantasy;English;3659;8291;42603;84933;112953
6440;Never Let Me Go;Kazuo Ishiguro;Fiction;English;9825;28089;85605;130776;102773
6517;Ivanhoe (Waverley Novels #5);Walter Scott;Fiction;English;1877;5966;21267;25986;19916
6534;The Bell Jar;Sylvia Plath;Classics;English;8675;25268;97524;173126;167113
6543;Postmortem (Kay Scarpetta #1);Patricia Cornwell;Mystery;English;2980;7006;38995;69357;63990
6613;At Risk (Winston Garano #1);Patricia Cornwell;Mystery;English;533;1566;3693;2814;2043
6614;Four Blondes;Candace Bushnell;Womens Fiction;English;3979;5791;7369;4015;2586
6667;Lipstick Jungle;Candace Bushnell;Womens Fiction;English;2235;5434;12685;10247;7305
6669;Boy: Tales of Childhood (Roald Dahl's Autobiography #1);Roald Dahl;Nonfiction;English;466;1571;8379;17604;17307
6671;Matilda;Roald Dahl;Young Adult;English;4377;11092;66522;158377;242367
6687;The Wonderful Story of Henry Sugar and Six More;Roald Dahl;Childrens;English;100;532;3185;6189;7065
6689;Charlie and the Great Glass Elevator (Charlie Bucket #2);Roald Dahl;Childrens;English;1515;6921;24819;24213;17406
6690;James and the Giant Peach;Roald Dahl;Childrens;English;4752;14139;69311;110543;111251
6727;Danny the Champion of the World;Roald Dahl;Unknown;English;522;2047;9922;16350;19394
6751;Papillon (Papillon #1);Henri CharriÃ¨re;Nonfiction;German;367;1187;6549;16587;20740
6759;Consider the Lobster and Other Essays;David Foster Wallace;Nonfiction;English;262;785;3842;12759;14293
6862;Infinite Jest;David Foster Wallace;Fiction;English;2389;2738;5617;13240;37090
6867;Amsterdam;Ian McEwan;Fiction;English;1087;4447;13925;12518;4553
6871;Atonement;Ian McEwan;Historical;English;11849;26296;79968;140585;122905
6882;Black Dogs;Ian McEwan;Fiction;English;215;1015;3205;2984;1098
6952;Papillon (Papillon #1);Henri CharriÃ¨re;Nonfiction;English;367;1187;6548;16585;20740
6969;Like Water for Chocolate (Como agua para chocolate);Laura Esquivel;Fiction;English;9040;16344;61889;103189;103687
7036;Emma;Jane Austen;Classics;English;12028;27046;107090;187603;191282
7061;The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency #4);Alexander McCall Smith;Mystery;English;91;654;7493;14466;8945
7062;The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1);Alexander McCall Smith;Mystery;English;6656;15438;51661;70160;54983
7082;Paris to the Moon;Adam Gopnik;Travel;English;347;947;3209;4497;3197
7090;Do Androids Dream of Electric Sheep? (Blade Runner #1);Philip K. Dick;Science Fiction;English;2208;9226;49580;110023;94953
7101;The Soul of a New Machine;Tracy Kidder;Nonfiction;English;67;187;843;1950;1910
7103;The 42nd Parallel (The U.S.A. Trilogy #1);John Dos Passos;Fiction;English;135;331;1212;1969;1428
7126;The Big Money (The U.S.A. Trilogy #3);John Dos Passos;Fiction;English;31;105;390;758;758
7144;The Count of Monte Cristo;Alexandre Dumas;Classics;English;10768;23280;93498;192347;315481
7178;Crime and Punishment;Fyodor Dostoyevsky;Classics;English;10320;21565;68490;148022;235142
7186;The Catcher in the Rye;J.D. Salinger;Classics;English;115906;196427;482461;702705;762969
7190;La Dame aux CamÃ©lias;Alexandre Dumas fils;Classics;English;330;1327;5768;8838;8867
7208;The Three Musketeers (The d'Artagnan Romances #1);Alexandre Dumas;Classics;English;2348;8700;48657;88324;87832
7243;Under The Tuscan Sun - At Home In Italy;Frances Mayes;Travel;English;12169;23316;76820;96882;82533
7244;Prodigal Son;Edward Villella;Unknown;English;0;4;14;30;18
7354;The Poisonwood Bible;Barbara Kingsolver;Historical;English;22018;34422;95035;181728;249436
7437;The Shipping News;Annie Proulx;Fiction;English;3440;8358;25939;42606;34689
7445;Naked Lunch;William S. Burroughs;Fiction;English;4890;8209;18186;19424;13986
7455;The Glass Castle;Jeannette Walls;Nonfiction;English;8793;20488;91859;250120;334449
7493;Sex and the City;Candace Bushnell;Womens Fiction;English;4324;7286;11734;9587;11927
7526;Founding Brothers: The Revolutionary Generation;Joseph J. Ellis;History;English;965;1806;7391;13904;11039
7578;The Blind Side: Evolution of a Game;Michael   Lewis;Nonfiction;English;1389;2336;10963;24538;32023
7585;The Awakening;Kate Chopin;Classics;English;7914;15579;37459;47244;38628
7588;Spring's Awakening;Frank Wedekind;Plays;English;117;375;1244;1783;1443
7603;A Portrait of the Artist as a Young Man;James Joyce;Classics;English;6593;11567;27413;34913;27904
7607;Reading Lolita in Tehran: A Memoir in Books;Azar Nafisi;Nonfiction;English;4405;10955;29499;35494;21999
7613;Lolita;Vladimir Nabokov;Classics;English;21885;38896;113842;174536;194996
7624;Animal Farm;George Orwell;Classics;English;70115;141194;456720;751812;717061
7628;Lord of the Flies;William Golding;Classics;English;97492;168618;449915;602631;463376
7661;The Good Soldier;Ford Madox Ford;Classics;English;713;1738;4900;6378;5255
7667;Next;Michael Crichton;Fiction;English;2215;7118;19853;18731;10744
7668;Airframe;Michael Crichton;Fiction;English;1285;5682;21288;24032;14783
7672;Rising Sun;Michael Crichton;Fiction;English;735;3646;14673;15553;7967
7679;Congo;Michael Crichton;Fiction;English;2976;14193;49582;47282;26146
7682;The Terminal Man;Michael Crichton;Fiction;English;425;2919;9454;6222;2492
7714;The Great Train Robbery;Michael Crichton;Fiction;English;257;1290;5750;8636;5677
7745;Pygmalion;George Bernard Shaw;Classics;English;928;4191;20010;30429;23036
7763;Fear and Loathing in Las Vegas;Hunter S. Thompson;Fiction;English;5022;12037;44694;88812;105642
7805;The Joy Luck Club;Amy Tan;Classics;English;14980;30705;119452;201751;173575
7815;Pale Fire;Vladimir Nabokov;Fiction;English;643;1395;4809;10068;15936
7850;The Year of Magical Thinking;Joan Didion;Nonfiction;English;2817;7912;24232;38697;34593
7882;The Girl in the Flammable Skirt;Aimee Bender;Magical Realism;English;146;503;1438;2407;2104
7911;On the Banks of Plum Creek (Little House #4);Laura Ingalls Wilder;Classics;English;831;2135;14634;27862;37060
7967;Five Little Peppers and How They Grew (Five Little Peppers #1);Margaret Sidney;Classics;English;430;984;4777;6979;8589
7989;Speaker for the Dead (Ender's Saga #2);Orson Scott Card;Science Fiction;English;1923;8307;37740;74140;69588
8068;The Redwall Cookbook (Redwall);Brian Jacques;Food and Drink;English;16;57;230;358;667
8127;Cloudy with a Chance of Meatballs (Cloudy with a Chance of Meatballs #1);Judi Barrett;Childrens;English;1695;4730;20051;30994;51551
8248;Anne of Green Gables (Anne of Green Gables #1);L.M. Montgomery;Classics;English;9705;20915;84749;169124;289119
8253;By the Shores of Silver Lake (Little House #5);Laura Ingalls Wilder;Classics;English;531;1445;11283;20843;25648
8282;Little Town on the Prairie (Little House #7);Laura Ingalls Wilder;Classics;English;958;2159;12881;23503;33252
8337;The Long Winter (Little House #6);Laura Ingalls Wilder;Historical;English;1310;2079;11583;21483;29199
8600;Little House in the Big Woods (Little House #1);Laura Ingalls Wilder;Classics;English;3113;6450;33171;62021;87904
8648;Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation;Lynne Truss;Nonfiction;English;1594;5211;22102;33472;25576
8649;Xenocide (Ender's Saga #3);Orson Scott Card;Science Fiction;English;1921;8722;34454;45173;30757
8650;The Lost World (Professor Challenger #1);Arthur Conan Doyle;Fiction;English;396;2098;12448;18124;14089
8695;The Lost World (Jurassic Park #2);Michael Crichton;Fiction;English;1388;7523;29994;36102;23543
8714;The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2);Douglas Adams;Fiction;English;763;3996;28834;71460;79985
8716;An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It;Al Gore;Nonfiction;English;304;357;1339;2080;1566
8787;Lincoln (Narratives of Empire #2);Gore Vidal;Historical;English;57;200;1100;2889;3123
8841;The White Masai (The White Masai #1);Corinne Hofmann;Nonfiction;English;357;788;1763;1652;1077
8844;The Tale of the Rose: The Love Story Behind The Little Prince;Consuelo de Saint-ExupÃ©ry;Nonfiction;English;14;41;184;201;160
8852;The Little Prince;Antoine de Saint-ExupÃ©ry;Childrens;English;16982;36244;125352;252283;526677
8906;Macbeth;William Shakespeare;Classics;English;11368;37353;134538;195589;179668
8908;The Great Gatsby;F. Scott Fitzgerald;Classics;English;92615;210219;650918;1013765;1045651
8947;World War Z: An Oral History of the Zombie War;Max Brooks;Science Fiction;English;7992;20709;68453;126952;136326
9011;The Naked Chef Takes Off;Jamie Oliver;Food and Drink;English;56;134;756;1189;1275
9193;Bergdorf Blondes;Plum Sykes;Fiction;English;2063;4507;8908;6295;4708
9220;Irina: Ballet, Life and Love;Irina Baronova;Biography;English;1;3;14;16;20
9230;George Balanchine: The Ballet Maker;Robert Gottlieb;Unknown;English;0;7;35;48;18
9240;Basic Principles of Classical Ballet;Agrippina Vaganova;Unknown;English;0;3;31;70;129
9248;Ballet: An Illustrated History;Mary Clarke;Nonfiction;English;1;0;2;1;5
9290;The Joffrey Ballet: Robert Joffrey and the Making of an American Dance Company;Sasha Anawalt;Unknown;English;0;0;6;9;3
9327;Hija de la fortuna;Isabel Allende;Historical;Spanish;1261;5089;25073;40873;28087
9339;The House of the Spirits;Isabel Allende;Fiction;English;1479;4696;22411;53677;66784
9345;Surfing the Himalayas: A Spiritual Adventure;Frederick Lenz;Fiction;English;24;49;140;149;109
9375;Palestine: Peace Not Apartheid;Jimmy Carter;Nonfiction;English;84;184;800;1236;799
9530;Fried Green Tomatoes at the Whistle Stop Cafe;Fannie Flagg;Fiction;English;1364;4646;32932;84292;107867
9624;Shadow Divers;Robert Kurson;Nonfiction;English;200;445;2603;7613;9680
9653;The Martian Chronicles;Ray Bradbury;Science Fiction;English;1797;6212;30163;60636;69307
9717;If on a Winter's Night a Traveler;Italo Calvino;Classics;English;1379;3105;9700;19744;24400
9734;The Unbearable Lightness of Being;Milan Kundera;Fiction;English;5215;13882;45029;90686;111894
9742;Ender's Game (Ender's Saga #1);Orson Scott Card;Science Fiction;English;16076;29133;109697;281102;493864
9804;The Audacity of Hope: Thoughts on Reclaiming the American Dream;Barack Obama;Nonfiction;English;7245;7974;29431;41835;32487
9809;The Baron in the Trees (I nostri antenati #2);Italo Calvino;Fiction;English;218;876;4048;8036;7681
9822;Invisible Cities;Italo Calvino;Fiction;English;518;1790;6635;14429;19940
9854;Mrs. Frisby and the Rats of NIMH (Rats of NIMH #1);Robert C. O'Brien;Childrens;English;1739;4911;27205;53190;62287
9888;The End of Poverty;Jeffrey D. Sachs;Economics;English;229;801;2741;3355;1950
9915;Breakfast at Tiffany's;Truman Capote;Classics;English;2200;9274;44027;68871;50839
10037;Less Than Zero (Less Than Zero #1);Bret Easton Ellis;Contemporary;English;1913;5665;16221;19346;10909
10065;No Exit and Three Other Plays;Jean-Paul Sartre;Plays;English;196;821;4489;9130;8896
10146;Wayside School Is Falling Down (Wayside School #2);Louis Sachar;Childrens;English;686;1757;9066;15638;23291
10147;The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture;John Battelle;Business;English;123;302;1214;1538;1378
10148;The Complete Sherlock Holmes, Volume I (Sherlock Holmes);Arthur Conan Doyle;Thriller;English;161;294;1854;6587;14226
10218;The Complete Sherlock Holmes, Volume II (Sherlock Holmes);Arthur Conan Doyle;Classics;English;478;1134;7223;20758;45618
10222;Trade Wind;M.M. Kaye;Historical;English;49;114;555;919;875
10235;The Far Pavilions;M.M. Kaye;Historical;English;340;1114;5867;12215;16496
10365;Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World;Tracy Kidder;Nonfiction;English;721;1914;8645;20326;26815
10453;Where the Red Fern Grows;Wilson Rawls;Classics;English;6762;15676;55215;93353;121267
10460;Skating Shoes (Shoes #7);Noel Streatfeild;Childrens;English;22;95;597;1025;1116
10572;The Children on the Top Floor;Noel Streatfeild;Childrens;English;1;8;43;56;32
10614;A Clash of Kings (A Song of Ice and Fire #2);George R.R. Martin;Fantasy;English;1952;7530;59329;235028;344049
10622;Misery;Stephen King;Horror;English;4713;13422;68461;139357;157723
10631;Carrie;Stephen King;Fiction;English;4801;20342;101169;144577;127897
10639;Sam Walton: Made In America;Sam Walton;Business;English;271;490;2067;4070;5101
10669;The Paradox of Choice: Why More Is Less;Barry Schwartz;Nonfiction;English;519;1439;5981;8673;6705
10739;When Genius Failed: The Rise and Fall of Long-Term Capital Management;Roger Lowenstein;Economics;English;202;443;2796;7195;7344
10765;The Moviegoer;Walker Percy;Fiction;English;701;2135;5580;7470;5420
10799;A Year in the Merde (Paul West #1);Stephen Clarke;Travel;English;429;1424;4058;4413;2424
10853;A Farewell to Arms;Ernest Hemingway;Classics;English;6508;16917;53210;81279;61168
10873;In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road;Allan C. Weisbecker;Nonfiction;English;13;69;243;598;658
10883;Shopgirl;Steve Martin;Fiction;English;1129;4437;11836;11010;4884
10884;Benjamin Franklin: An American Life;Walter Isaacson;Biography;English;3667;4037;14784;29024;32032
10890;Einstein: His Life and Universe;Walter Isaacson;Biography;English;2547;3357;13551;29248;34872
10917;Traveling Mercies: Some Thoughts on Faith;Anne Lamott;Nonfiction;English;487;1355;6190;14476;16278
10956;My Sister's Keeper;Jodi Picoult;Fiction;English;18357;44525;169411;328666;369821
10959;The Virgin Suicides;Jeffrey Eugenides;Unknown;English;4326;13572;48295;73184;56269
10975;Sophie's World;Jostein Gaarder;Philosophy;English;4126;10373;34047;53668;50353
11012;The Sound and the Fury;William Faulkner;Fiction;English;6993;11336;27207;42789;51018
11015;Dubliners;James Joyce;Classics;English;2220;6710;23696;35929;29605
11022;Jane Eyre;Charlotte BrontÃ«;Favorites;English;36037;66016;218991;416061;599844
11035;Purity of Blood (Las aventuras del capitÃ¡n Alatriste #2);Arturo PÃ©rez-Reverte;Historical;English;37;241;1401;1819;789
11038;The Early Diary of AnaÃ¯s Nin, Vol. 4 (The Early Diary of AnaÃ¯s Nin #4);AnaÃ¯s Nin;Nonfiction;English;1;3;29;64;73
11046;"Henry and June: From ""A Journal of Love""--The Unexpurgated Diary of AnaÃ¯s Nin (From a Journal of Love #1)";AnaÃ¯s Nin;Nonfiction;English;164;472;1910;3277;2897
11112;The Debutante Divorcee;Plum Sykes;Womens Fiction;English;794;2143;5370;4223;3518
11121;Great Singers on Great Singing: A Famous Opera Star Interviews 40 Famous Opera Singers on the Technique of Singing;Jerome Hines;Unknown;English;1;0;22;66;93
11125;Gulliver's Travels;Jonathan Swift;Classics;English;6262;20689;66594;64653;39424
11129;Digital Fortress;Dan Brown;Fiction;English;17365;49580;143666;154311;112640
11198;The Chronicles of Narnia: Including an Essay on Writing by C.S. Lewis (The Chronicles of Narnia (Publication Order) #1â€“7);C.S. Lewis;Fantasy;English;3950;12694;62658;139860;205119
11220;The Story of My Life;Helen Keller;Nonfiction;English;2637;4868;21707;37690;47789
11275;One Flew Over the Cuckoo's Nest;Ken Kesey;Young Adult;English;5865;16551;81377;198754;232097
11320;The Wind-Up Bird Chronicle (ã­ã˜ã¾ãé³¥ã‚¯ãƒ­ãƒ‹ã‚¯ãƒ« #1-3);Haruki Murakami;Fiction;English;2169;6658;25567;62437;75038
11366;The Captain's Verses;Pablo Neruda;Poetry;Multiple languages;72;234;975;1922;3324
11438;The Guns of August;Barbara W. Tuchman;History;English;1069;1470;5968;14287;19455
11466;What We Talk About When We Talk About Love;Raymond Carver;Short Stories;English;374;1250;5166;13217;16309
11486;This Boy's Life;Tobias Wolff;Autobiography;English;285;1014;4660;9172;7052
11587;The Color Purple;Alice Walker;Classics;English;6484;14969;64910;148256;189217
